hotel_name,hotel_url,title,score,positive,negative,date
Chantli Nawi,https://www.booking.com/hotel/mx/chantli-nawi.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=e8036692494202a3a2062090d2271323&dist=0&group_adults=2&group_children=0&hapos=197&hpos=22&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738923&srpvid=bb7524eee5340395&type=total&ucfs=1&chal_t=1764738949098&force_referer=&activeTab=htReviews,Genial,10,El desayuno estuvo muy rico,El baño es compartido,Comentó el: 17 de junio de 2025
Chantli Nawi,https://www.booking.com/hotel/mx/chantli-nawi.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=e8036692494202a3a2062090d2271323&dist=0&group_adults=2&group_children=0&hapos=197&hpos=22&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738923&srpvid=bb7524eee5340395&type=total&ucfs=1&chal_t=1764738949098&force_referer=&activeTab=htReviews,Fantástico,9.0,,,Comentó el: 27 de junio de 2025
Lorea en ValQuirico,https://www.booking.com/hotel/mx/lorea-en-valquirico.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=5dbbecaa262c9ae6d98732a84c2f6467&dist=0&group_adults=2&group_children=0&hapos=57&hpos=7&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738917&srpvid=bb7524eee5340395&type=total&ucfs=1&chal_t=1764738949131&force_referer=&activeTab=htReviews,Confortable y lindo apartamento.,10,"La ubicación es excepcional, justo abajo hay opciones para comer, cenar y tiendas. El apartamento es muy bonito y confortable. Ideal para pasar en pareja.","Las obras que están haciendo justo a un lado del apartamento, por el ruido y la vista.",Comentó el: 24 de noviembre de 2025
Castello di Carlo - Suite Carlo V,https://www.booking.com/hotel/mx/encanto-medieval-en-loft-carlo-v-val-quirico.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=4bbaaa8a66edef1d0bd7fcf8643efbe9&dist=0&group_adults=2&group_children=0&hapos=141&hpos=16&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738920&srpvid=bb7524eee5340395&type=total&ucfs=1&chal_t=1764738948968&force_referer=&activeTab=htReviews,Increíble,10,"Los detalles de La Habitación, cuenta con valor.",Todo bien,Comentó el: 9 de marzo de 2025
Castello di Carlo - Suite Carlo V,https://www.booking.com/hotel/mx/encanto-medieval-en-loft-carlo-v-val-quirico.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=4bbaaa8a66edef1d0bd7fcf8643efbe9&dist=0&group_adults=2&group_children=0&hapos=141&hpos=16&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738920&srpvid=bb7524eee5340395&type=total&ucfs=1&chal_t=1764738948968&force_referer=&activeTab=htReviews,Excelente,10,"Todo el servicio y atención de lo mejor, instalaciones súper limpias, todo muy bien conservado y funciona como perfectamente",,Comentó el: 16 de octubre de 2024
Castello di Carlo - Suite Carlo V,https://www.booking.com/hotel/mx/encanto-medieval-en-loft-carlo-v-val-quirico.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=4bbaaa8a66edef1d0bd7fcf8643efbe9&dist=0&group_adults=2&group_children=0&hapos=141&hpos=16&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738920&srpvid=bb7524eee5340395&type=total&ucfs=1&chal_t=1764738948968&force_referer=&activeTab=htReviews,Un lugar encantador y único!,10,"La ubicación es excelente! El lugar es Encantador, nuestra anfitriona fue muy amable y considerada, nos tocó llegar con lluvia y muy noche y aún así nos atendió excelentemente, definitivamente volvería sin dudarlo!",,Comentó el: 3 de octubre de 2024
Castello di Carlo - Suite Carlo V,https://www.booking.com/hotel/mx/encanto-medieval-en-loft-carlo-v-val-quirico.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=4bbaaa8a66edef1d0bd7fcf8643efbe9&dist=0&group_adults=2&group_children=0&hapos=141&hpos=16&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738920&srpvid=bb7524eee5340395&type=total&ucfs=1&chal_t=1764738948968&force_referer=&activeTab=htReviews,Excelente servicio. Excelentes instalaciones,10,Excelente atención. Muy bonito el loft,,Comentó el: 3 de octubre de 2024
Castello di Carlo - Suite Carlo V,https://www.booking.com/hotel/mx/encanto-medieval-en-loft-carlo-v-val-quirico.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=4bbaaa8a66edef1d0bd7fcf8643efbe9&dist=0&group_adults=2&group_children=0&hapos=141&hpos=16&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738920&srpvid=bb7524eee5340395&type=total&ucfs=1&chal_t=1764738948968&force_referer=&activeTab=htReviews,Excepcional,10,La habitación agradable y muy limpia,"Si comentarios, todo estuvo bien.",Comentó el: 11 de noviembre de 2024
Castello di Carlo - Suite Carlo V,https://www.booking.com/hotel/mx/encanto-medieval-en-loft-carlo-v-val-quirico.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=4bbaaa8a66edef1d0bd7fcf8643efbe9&dist=0&group_adults=2&group_children=0&hapos=141&hpos=16&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738920&srpvid=bb7524eee5340395&type=total&ucfs=1&chal_t=1764738948968&force_referer=&activeTab=htReviews,Excepcional,10,,,Comentó el: 27 de julio de 2025
Loft 49 Valquirico,https://www.booking.com/hotel/mx/loft-49-valquirico.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=b2ab40c4c4c39fc3f54c10d346efa48a&dist=0&group_adults=2&group_children=0&hapos=85&hpos=10&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738918&srpvid=bb7524eee5340395&type=total&ucfs=1&chal_t=1764738949140&force_referer=#tab-reviews,"Increíble lugar, definitivamente regresaremos pronto.",10,"Me encantó el loft. La ubicación es excelente, el lugar hermoso, amplio, limpio, acogedor. Todo estuvo increíble! Nos dieron instrucciones muy claras para llegar por lo que llegamos muy fácil.
Espero regresar muy pronto, todos la pasamos muy bien!",Todo me gustó,Comentó el: 2 de diciembre de 2025
Loft 49 Valquirico,https://www.booking.com/hotel/mx/loft-49-valquirico.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=b2ab40c4c4c39fc3f54c10d346efa48a&dist=0&group_adults=2&group_children=0&hapos=85&hpos=10&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738918&srpvid=bb7524eee5340395&type=total&ucfs=1&chal_t=1764738949140&force_referer=#tab-reviews,Excepcional,10,"Limpieza y comodidad excelente, buena ubicación y muy bonito el Loft. 10/10",La señal no es muy buena y no encontré la clave del wifi,Comentó el: 23 de noviembre de 2025
Mueganos 4 en ValQuirico,https://www.booking.com/hotel/mx/mueganos-4-en-valquirico.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=9cdae43f650abfa02c6a2fd138123617&dist=0&group_adults=2&group_children=0&hapos=169&hpos=19&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738922&srpvid=bb7524eee5340395&type=total&ucfs=1&chal_t=1764738949190&force_referer=&activeTab=htReviews,Excepcional,10,Todo excelente,,Comentó el: 8 de septiembre de 2025
Mueganos 4 en ValQuirico,https://www.booking.com/hotel/mx/mueganos-4-en-valquirico.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=9cdae43f650abfa02c6a2fd138123617&dist=0&group_adults=2&group_children=0&hapos=169&hpos=19&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738922&srpvid=bb7524eee5340395&type=total&ucfs=1&chal_t=1764738949190&force_referer=&activeTab=htReviews,Extraordinario,10,"Que está súper cómodo, limpio y muy buena ubicación.",,Comentó el: 10 de agosto de 2025
Mueganos 4 en ValQuirico,https://www.booking.com/hotel/mx/mueganos-4-en-valquirico.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=9cdae43f650abfa02c6a2fd138123617&dist=0&group_adults=2&group_children=0&hapos=169&hpos=19&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738922&srpvid=bb7524eee5340395&type=total&ucfs=1&chal_t=1764738949190&force_referer=&activeTab=htReviews,Excepcional,10,"El lugar excelente limpio, bonito y muy cómodo.",,Comentó el: 24 de octubre de 2025
Mueganos 4 en ValQuirico,https://www.booking.com/hotel/mx/mueganos-4-en-valquirico.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=9cdae43f650abfa02c6a2fd138123617&dist=0&group_adults=2&group_children=0&hapos=169&hpos=19&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738922&srpvid=bb7524eee5340395&type=total&ucfs=1&chal_t=1764738949190&force_referer=&activeTab=htReviews,Decepcionante,4.0,La habitación estuvo bien pero no puedes retrasarse en tu hora de entrada porque entonces no hay nadie que te atienda y los teléfonos que publican no contestan y además te desapacen tus pertenencias de la habitación como fue el caso del bolso de mano de mi esposa con dinero en efectivo prendas personales como una pulsera de oro y otros objetos y documentos personales y al reportarlos el hecho nadie sabe y no tienen ninguna seguridad.,"La falta de personal para atender a los huéspedes cuando te retrasas en tu llegada y la falta de medios de seguridad para evitar dentro de la habitación los hurtos o desapariciones de los bienes de los huéspedes como fue la desaparición de un bolso de mano de mi esposa que contenía joyas, dinero en efectivo, documentos y otros objetos personales y no poderlo reportar en forma personal con nadie solo se pudo tener el apoyo del personal de seguridad del complejo el cual nos proporciono el num. Telefónico de una persona que dijo no podían hacer nada porque no tenían ningún tipo de vigilancia qué pedirían apoyo a los vecinos que tienen cámara para haber si podían apoyar en me avisarían",Comentó el: 30 de agosto de 2025
Encantador Estudio Céntrico con Terraza Privada,https://www.booking.com/hotel/mx/encantador-estudio-centrico-con-terraza-privada.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=c26f6b2db69d9daa85bac4670140b800&dist=0&group_adults=2&group_children=0&hapos=113&hpos=13&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738919&srpvid=bb7524eee5340395&type=total&ucfs=1&chal_t=1764738949056&force_referer=#tab-reviews,Fantástico,9.0,,El agua caliente de la regadera salió sólo por unos cuantos segundos.,Comentó el: 20 de octubre de 2025
Encantador Estudio Céntrico con Terraza Privada,https://www.booking.com/hotel/mx/encantador-estudio-centrico-con-terraza-privada.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=c26f6b2db69d9daa85bac4670140b800&dist=0&group_adults=2&group_children=0&hapos=113&hpos=13&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738919&srpvid=bb7524eee5340395&type=total&ucfs=1&chal_t=1764738949056&force_referer=#tab-reviews,Excepcional,10,Sin duda es un lugar al cual volvería a regresar,,Comentó el: 27 de julio de 2025
Encantador Estudio Céntrico con Terraza Privada,https://www.booking.com/hotel/mx/encantador-estudio-centrico-con-terraza-privada.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=c26f6b2db69d9daa85bac4670140b800&dist=0&group_adults=2&group_children=0&hapos=113&hpos=13&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738919&srpvid=bb7524eee5340395&type=total&ucfs=1&chal_t=1764738949056&force_referer=#tab-reviews,Excepcional,10,Muy comodo y limpio,,Comentó el: 17 de julio de 2025
Encantador Estudio Céntrico con Terraza Privada,https://www.booking.com/hotel/mx/encantador-estudio-centrico-con-terraza-privada.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=c26f6b2db69d9daa85bac4670140b800&dist=0&group_adults=2&group_children=0&hapos=113&hpos=13&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738919&srpvid=bb7524eee5340395&type=total&ucfs=1&chal_t=1764738949056&force_referer=#tab-reviews,Excelente ubicación. Trato super amable.,9.0,"Excelente ubicación, lugar bonito y tranquilo para descansar. Muy recomendable.",,Comentó el: 15 de junio de 2025
Encantador Estudio Céntrico con Terraza Privada,https://www.booking.com/hotel/mx/encantador-estudio-centrico-con-terraza-privada.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=c26f6b2db69d9daa85bac4670140b800&dist=0&group_adults=2&group_children=0&hapos=113&hpos=13&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738919&srpvid=bb7524eee5340395&type=total&ucfs=1&chal_t=1764738949056&force_referer=#tab-reviews,Fantástico,9.0,,,Comentó el: 10 de agosto de 2025
GS Jerocs Tlaxcala,https://www.booking.com/hotel/mx/gs-jerocs-tlaxcala.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=01b39b1c67e06c3d4ca6f8f13f6e502f&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738925&srpvid=bb7524eee5340395&type=total&ucfs=1&chal_t=1764738949096&force_referer=&activeTab=htReviews,Excepcional,10,Excelente todo,,Comentó el: 2 de noviembre de 2025
GS Jerocs Tlaxcala,https://www.booking.com/hotel/mx/gs-jerocs-tlaxcala.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=01b39b1c67e06c3d4ca6f8f13f6e502f&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738925&srpvid=bb7524eee5340395&type=total&ucfs=1&chal_t=1764738949096&force_referer=&activeTab=htReviews,Excepcional,10,Instalaciones,La lluvia,Comentó el: 24 de octubre de 2025
GS Jerocs Tlaxcala,https://www.booking.com/hotel/mx/gs-jerocs-tlaxcala.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=01b39b1c67e06c3d4ca6f8f13f6e502f&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738925&srpvid=bb7524eee5340395&type=total&ucfs=1&chal_t=1764738949096&force_referer=&activeTab=htReviews,Estuvo confortable y con buen servicio,10,"Alberca climatizada , ordenada , limpia Buen servicio y desayuno incluido en mi promoción. Por supuesto que regresaría",Todo bien,Comentó el: 24 de octubre de 2025
GS Jerocs Tlaxcala,https://www.booking.com/hotel/mx/gs-jerocs-tlaxcala.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=01b39b1c67e06c3d4ca6f8f13f6e502f&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738925&srpvid=bb7524eee5340395&type=total&ucfs=1&chal_t=1764738949096&force_referer=&activeTab=htReviews,Los niños se divirtieron mucho en el área de alberca,10,"El buffet de fin de semana sigue siendo insuperable y el servicio es muy bueno.
La alberca es posiblemente la mejor de todos los alojamientos en la ciudad, es amplia, cómoda, limpia, el agua está a una temperatura ideal y el área de juegos para niños es un plus.

Jeroc's fue pionero en aceptar mascotas y esta sigue siendo una de sus cualidades más importantes.","Tuvimos 4 habitaciones y una de ellas fue de un área muy antigua, sin renovar, y había un orificio por donde se colaba aire frío del exterior.

En otra habitación el agua del WC no tenía suficiente presión.

Por lo demás, todo muy bien.",Comentó el: 8 de octubre de 2025
GS Jerocs Tlaxcala,https://www.booking.com/hotel/mx/gs-jerocs-tlaxcala.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=01b39b1c67e06c3d4ca6f8f13f6e502f&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738925&srpvid=bb7524eee5340395&type=total&ucfs=1&chal_t=1764738949096&force_referer=&activeTab=htReviews,Un muy buen lugar para quedarse.,10,"Un muy buen hotel, con Alberca techada y climatizada. Las habitaciones de buen tamaño y las camas cómodas. Limpio y buenas instalaciones. Lo único malo es que no tiene Netflix u otra plataforma, pero tiene una lista decente de canales nacionales y extranjeros.","Me hubiera gustado que tuviera plataformas de entretenimiento como Prime Video, HBO, etc.",Comentó el: 7 de octubre de 2025
GS Jerocs Tlaxcala,https://www.booking.com/hotel/mx/gs-jerocs-tlaxcala.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=01b39b1c67e06c3d4ca6f8f13f6e502f&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738925&srpvid=bb7524eee5340395&type=total&ucfs=1&chal_t=1764738949096&force_referer=&activeTab=htReviews,Muy satisfecho,9.0,Los alimentos muy ricos,El servicio amable pero un poco lento,Comentó el: 29 de septiembre de 2025
GS Jerocs Tlaxcala,https://www.booking.com/hotel/mx/gs-jerocs-tlaxcala.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=01b39b1c67e06c3d4ca6f8f13f6e502f&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738925&srpvid=bb7524eee5340395&type=total&ucfs=1&chal_t=1764738949096&force_referer=&activeTab=htReviews,Muy bien,8.0,"Está limpio y cuidado, pero el personal hay que andarlo buscando, no había toallas en la zona de alberca,","La salida, indicaron un horario de salida y cuando regresamos a la habitación 1hr antes, ya no teníamos acceso y tuvimos que hablar a recepción para que nos permitieran el acceso otra vez.",Comentó el: 7 de agosto de 2025
GS Jerocs Tlaxcala,https://www.booking.com/hotel/mx/gs-jerocs-tlaxcala.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=01b39b1c67e06c3d4ca6f8f13f6e502f&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738925&srpvid=bb7524eee5340395&type=total&ucfs=1&chal_t=1764738949096&force_referer=&activeTab=htReviews,Excepcional,10,La piscina y el restaurante tiene excelente comida,,Comentó el: 10 de julio de 2025
