hotel_name,hotel_url,title,score,positive,negative,date
Hotel Restaurant 1904,https://www.booking.com/hotel/mx/restaurant-1904.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=59cefd91d1d1835090753d71b1e80cda&dist=0&group_adults=2&group_children=0&hapos=36&hpos=11&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738912&srpvid=bb7524eee5340395&type=total&ucfs=1&activeTab=htReviews,En general bien,10,"Ubicación 
Y servicio",Las ventanas dan al pasillo,Comentó el: 29 de mayo de 2024
Hotel Restaurant 1904,https://www.booking.com/hotel/mx/restaurant-1904.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=59cefd91d1d1835090753d71b1e80cda&dist=0&group_adults=2&group_children=0&hapos=36&hpos=11&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738912&srpvid=bb7524eee5340395&type=total&ucfs=1&activeTab=htReviews,esta vez NO fue satisfactoria,7.0,ubicacion buena,"el ruido del baño, la caja no sellaba y se desperdicio mucha agua, en la noche a cada rato se accionaba una bomba que no me dejo dormir",Comentó el: 10 de febrero de 2025
Hotel Restaurant 1904,https://www.booking.com/hotel/mx/restaurant-1904.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=59cefd91d1d1835090753d71b1e80cda&dist=0&group_adults=2&group_children=0&hapos=36&hpos=11&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738912&srpvid=bb7524eee5340395&type=total&ucfs=1&activeTab=htReviews,Fantástico,9.0,"El cuarto muy cómodo ,amplio, solo el baño algo apretado, tiene una imitación de terraza que me gustó mucho","Nos quedamos en una habitación doble, éramos 3, pedimos toallas extra,nos cobraron $30, uno de los colchones ya muy viejo ,los resortes 〰️ ya algunos vencidos",Comentó el: 27 de enero de 2025
Hotel Restaurant 1904,https://www.booking.com/hotel/mx/restaurant-1904.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=59cefd91d1d1835090753d71b1e80cda&dist=0&group_adults=2&group_children=0&hapos=36&hpos=11&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738912&srpvid=bb7524eee5340395&type=total&ucfs=1&activeTab=htReviews,Excelente precio por la habitacion y el lugar donde esta ubicado,8.0,"La ubicacion estuvo muy bien asi como el desayuno y la atencion del personal fue muy satisfactorio, espero pronto regresar.",Ojala hubiera un calentador porque en estas fechas se siente mucho frio.,Comentó el: 23 de noviembre de 2024
Hotel Restaurant 1904,https://www.booking.com/hotel/mx/restaurant-1904.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=59cefd91d1d1835090753d71b1e80cda&dist=0&group_adults=2&group_children=0&hapos=36&hpos=11&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738912&srpvid=bb7524eee5340395&type=total&ucfs=1&activeTab=htReviews,Muy bien,8.0,La ubicación y que tiene una buena regadera,El colchón era muy duro,Comentó el: 19 de agosto de 2024
Hotel Restaurant 1904,https://www.booking.com/hotel/mx/restaurant-1904.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=59cefd91d1d1835090753d71b1e80cda&dist=0&group_adults=2&group_children=0&hapos=36&hpos=11&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738912&srpvid=bb7524eee5340395&type=total&ucfs=1&activeTab=htReviews,Buena experiencia,9.0,Tranquilidad y atención de recepcion,El estacionamiento es muy pequeño..,Comentó el: 25 de enero de 2024
Hotel Restaurant 1904,https://www.booking.com/hotel/mx/restaurant-1904.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=59cefd91d1d1835090753d71b1e80cda&dist=0&group_adults=2&group_children=0&hapos=36&hpos=11&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738912&srpvid=bb7524eee5340395&type=total&ucfs=1&activeTab=htReviews,En general bien,8.0,Bienvenida,Estacionamiento,Comentó el: 21 de enero de 2024
Hotel Restaurant 1904,https://www.booking.com/hotel/mx/restaurant-1904.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=59cefd91d1d1835090753d71b1e80cda&dist=0&group_adults=2&group_children=0&hapos=36&hpos=11&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738912&srpvid=bb7524eee5340395&type=total&ucfs=1&activeTab=htReviews,Fantástico,9.0,Si bastante,,Comentó el: 25 de diciembre de 2023
Hotel Restaurant 1904,https://www.booking.com/hotel/mx/restaurant-1904.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=59cefd91d1d1835090753d71b1e80cda&dist=0&group_adults=2&group_children=0&hapos=36&hpos=11&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738912&srpvid=bb7524eee5340395&type=total&ucfs=1&activeTab=htReviews,Agradable y confortable,9.0,,El estacionamiento está algo complicado y es un poco pequeño.,Comentó el: 20 de noviembre de 2023
Hotel Restaurant 1904,https://www.booking.com/hotel/mx/restaurant-1904.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=59cefd91d1d1835090753d71b1e80cda&dist=0&group_adults=2&group_children=0&hapos=36&hpos=11&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738912&srpvid=bb7524eee5340395&type=total&ucfs=1&activeTab=htReviews,"Buen lugar, cumple con la expectativa",8.0,"La limpieza del hotel, muy buen aseo de las habitaciones y en general de las instalaciones.
Las habitaciones son amplias y cuentan con lo necesario para la estancia.","La habitación en la que estuve daba a la calle principal y está bien durante el día, pero en la noche y muy temprano hay demasiado movimiento y el sonido de los autos puede dificultar dormir a gusto.",Comentó el: 23 de julio de 2023
Hotel Restaurant 1904,https://www.booking.com/hotel/mx/restaurant-1904.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=59cefd91d1d1835090753d71b1e80cda&dist=0&group_adults=2&group_children=0&hapos=36&hpos=11&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738912&srpvid=bb7524eee5340395&type=total&ucfs=1&activeTab=htReviews,gente muy agradable y amable,8.0,"muy amable el personal, limpio","el estacionamiento es muy pequeño para autos altos, no tenia a/c la habitación que nos dieron",Comentó el: 22 de abril de 2023
Hotel Restaurant 1904,https://www.booking.com/hotel/mx/restaurant-1904.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=59cefd91d1d1835090753d71b1e80cda&dist=0&group_adults=2&group_children=0&hapos=36&hpos=11&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738912&srpvid=bb7524eee5340395&type=total&ucfs=1&activeTab=htReviews,No lo recomiendo,4.0,Cerca del centro relativamente,"Lugar viejo, habitaciones mal, la puerta del baño era de cristal y deja ver mucho",Comentó el: 9 de marzo de 2025
Hotel Restaurant 1904,https://www.booking.com/hotel/mx/restaurant-1904.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=59cefd91d1d1835090753d71b1e80cda&dist=0&group_adults=2&group_children=0&hapos=36&hpos=11&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738912&srpvid=bb7524eee5340395&type=total&ucfs=1&activeTab=htReviews,No hospedarse en este lugar,1.0,Nada,Todo,Comentó el: 18 de noviembre de 2024
Hotel Restaurant 1904,https://www.booking.com/hotel/mx/restaurant-1904.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=59cefd91d1d1835090753d71b1e80cda&dist=0&group_adults=2&group_children=0&hapos=36&hpos=11&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738912&srpvid=bb7524eee5340395&type=total&ucfs=1&activeTab=htReviews,No sé hospeden en este lugar,1.0,"Es un si se puede llamar hotel con personal apático, no brindan las toallas necesarias para las personas en la habitación, papel sanitario medio rollo, el restaurante cerrado sin funcionar, no brindan las amenidades necesarias para el baño, no me agrado absolutamente nada.",Todo,Comentó el: 17 de noviembre de 2024
Hotel Restaurant 1904,https://www.booking.com/hotel/mx/restaurant-1904.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=59cefd91d1d1835090753d71b1e80cda&dist=0&group_adults=2&group_children=0&hapos=36&hpos=11&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738912&srpvid=bb7524eee5340395&type=total&ucfs=1&activeTab=htReviews,no,10,todo bien,El horario de restaurante,Comentó el: 24 de septiembre de 2024
Hotel Casa Solariega,https://www.booking.com/hotel/mx/casa-solariega.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=c26f6b2db69d9daa85bac4670140b800&dist=0&group_adults=2&group_children=0&hapos=119&hpos=19&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738919&srpvid=bb7524eee5340395&type=total&ucfs=1&#tab-reviews,Fantástico,9.0,Decoración bonita,Habitaciones frías en esta temporada,Comentó el: 29 de noviembre de 2025
Hotel Casa Solariega,https://www.booking.com/hotel/mx/casa-solariega.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=c26f6b2db69d9daa85bac4670140b800&dist=0&group_adults=2&group_children=0&hapos=119&hpos=19&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738919&srpvid=bb7524eee5340395&type=total&ucfs=1&#tab-reviews,Lugar muy agradable.,10,"Las personas fueron muy amables, brindaron excelentes eecomendaciones para visitar. El lugar está super limpio, muy acogedor y a lado del centro.",Todo estuvo muy bien.,Comentó el: 16 de noviembre de 2025
Hotel Casa Solariega,https://www.booking.com/hotel/mx/casa-solariega.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=c26f6b2db69d9daa85bac4670140b800&dist=0&group_adults=2&group_children=0&hapos=119&hpos=19&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738919&srpvid=bb7524eee5340395&type=total&ucfs=1&#tab-reviews,Muy bien,8.0,,,Comentó el: 6 de noviembre de 2025
Mueganos 5 en ValQuirico,https://www.booking.com/hotel/mx/mueganos-5-en-valquirico.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=5dbbecaa262c9ae6d98732a84c2f6467&dist=0&group_adults=2&group_children=0&hapos=65&hpos=15&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738917&srpvid=bb7524eee5340395&type=total&ucfs=1&activeTab=htReviews,Muy bien,8.0,La ubicación es muy buena. La atención de la anfitriona también.,"Algunos puntos a mejorar, limpieza e Internet, lo demás bien.",Comentó el: 17 de noviembre de 2025
Hotel San Francisco Tlaxcala,https://www.booking.com/hotel/mx/mision-san-francisco.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=01b39b1c67e06c3d4ca6f8f13f6e502f&dist=0&group_adults=2&group_children=0&hapos=8&hpos=8&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738925&srpvid=bb7524eee5340395&type=total&ucfs=1&activeTab=htReviews,"Excelente desayuno, pero…",8.0,"Excelente ubicación, comodidad de la cama y buen desayuno buffet","Mucho ruido en el alojamiento ya que me tocó una habitación en planta baja y en pasillo, no se podía descansar porque todo el ruido se filtra a las habitaciones. El personal de recepción podría ser un poco amable, aunque no fueron groseros, tampoco mostraron amabilidad",Comentó el: 2 de diciembre de 2025
Hotel San Francisco Tlaxcala,https://www.booking.com/hotel/mx/mision-san-francisco.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=01b39b1c67e06c3d4ca6f8f13f6e502f&dist=0&group_adults=2&group_children=0&hapos=8&hpos=8&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738925&srpvid=bb7524eee5340395&type=total&ucfs=1&activeTab=htReviews,Un lugar mágico,9.0,La construcción es muy bella,El precio un poco caro,Comentó el: 26 de noviembre de 2025
Hotel San Francisco Tlaxcala,https://www.booking.com/hotel/mx/mision-san-francisco.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=01b39b1c67e06c3d4ca6f8f13f6e502f&dist=0&group_adults=2&group_children=0&hapos=8&hpos=8&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738925&srpvid=bb7524eee5340395&type=total&ucfs=1&activeTab=htReviews,Muy bien,8.0,"El restaurante casa17 es muy bueno, el personal amable y la comida muy rica",El estacionamiento se encuentra muy sucio siempre,Comentó el: 25 de noviembre de 2025
Hotel San Francisco Tlaxcala,https://www.booking.com/hotel/mx/mision-san-francisco.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=01b39b1c67e06c3d4ca6f8f13f6e502f&dist=0&group_adults=2&group_children=0&hapos=8&hpos=8&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738925&srpvid=bb7524eee5340395&type=total&ucfs=1&activeTab=htReviews,Desafortunada bienvenida ☹️,10,Las instalaciones,"El trato de la recepcionista, antes de que terminara de preguntar por el estacionamiento ya estaba sacando un código QR y dijo ""ahí están las indicaciones"", iba a precisar el tema de distancia y me contestó ""que ahí están las indicaciones'🥴",Comentó el: 24 de noviembre de 2025
Hotel San Francisco Tlaxcala,https://www.booking.com/hotel/mx/mision-san-francisco.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=01b39b1c67e06c3d4ca6f8f13f6e502f&dist=0&group_adults=2&group_children=0&hapos=8&hpos=8&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738925&srpvid=bb7524eee5340395&type=total&ucfs=1&activeTab=htReviews,Fantástico,9.0,Ubicación,Se necesita renovar las almohadas,Comentó el: 22 de noviembre de 2025
Hotel San Francisco Tlaxcala,https://www.booking.com/hotel/mx/mision-san-francisco.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=01b39b1c67e06c3d4ca6f8f13f6e502f&dist=0&group_adults=2&group_children=0&hapos=8&hpos=8&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738925&srpvid=bb7524eee5340395&type=total&ucfs=1&activeTab=htReviews,Exelente hotel e inmejorable ubicacion,9.0,Las intalaciones y la ubicacion,,Comentó el: 19 de noviembre de 2025
Hotel San Francisco Tlaxcala,https://www.booking.com/hotel/mx/mision-san-francisco.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=01b39b1c67e06c3d4ca6f8f13f6e502f&dist=0&group_adults=2&group_children=0&hapos=8&hpos=8&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738925&srpvid=bb7524eee5340395&type=total&ucfs=1&activeTab=htReviews,Un hotel muy bonito y limpio,10,"Me gusta mucho este Hotel 
Es muy bonito 
Buen trato del personal 
Un lugar muy limpio 
Buena comida 
Solo ya dos veces me ha tocado en distintas ocasiones que su alberca está tan sucia que nadie la usa. (Bueno y el frío a veces) 
Fuera de eso es el mejor hotel para alojamiento.",La alberca no tiene mantenimiento,Comentó el: 14 de noviembre de 2025
Hotel San Francisco Tlaxcala,https://www.booking.com/hotel/mx/mision-san-francisco.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=01b39b1c67e06c3d4ca6f8f13f6e502f&dist=0&group_adults=2&group_children=0&hapos=8&hpos=8&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738925&srpvid=bb7524eee5340395&type=total&ucfs=1&activeTab=htReviews,Perfecto,10,Sus habitaciones y la alberca,,Comentó el: 12 de noviembre de 2025
Hotel San Francisco Tlaxcala,https://www.booking.com/hotel/mx/mision-san-francisco.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=01b39b1c67e06c3d4ca6f8f13f6e502f&dist=0&group_adults=2&group_children=0&hapos=8&hpos=8&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738925&srpvid=bb7524eee5340395&type=total&ucfs=1&activeTab=htReviews,Excepcional,10,Todo bien,,Comentó el: 10 de noviembre de 2025
Hotel San Francisco Tlaxcala,https://www.booking.com/hotel/mx/mision-san-francisco.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=01b39b1c67e06c3d4ca6f8f13f6e502f&dist=0&group_adults=2&group_children=0&hapos=8&hpos=8&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738925&srpvid=bb7524eee5340395&type=total&ucfs=1&activeTab=htReviews,Muy bien,8.0,Céntrico,Mobiliario e instalaciones les hace falta mantenimiento,Comentó el: 9 de noviembre de 2025
Hotel San Francisco Tlaxcala,https://www.booking.com/hotel/mx/mision-san-francisco.es-mx.html?aid=304142&label=gen173nr-10CAQoggJCInNlYXJjaF90bGF4Y2FsYSwgdGxheGNhbGEsIG3DqXhpY29IClgEaKABiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALcjr_JBsACAdICJDQzMzNjOTFkLTc0NTUtNDIyZS04MWQ4LWEzNzdlMTRiNDMxZdgCAeACAQ&sid=01b39b1c67e06c3d4ca6f8f13f6e502f&dist=0&group_adults=2&group_children=0&hapos=8&hpos=8&keep_landing=1&no_rooms=1&req_adults=2&req_children=0&sb_price_type=total&sr_order=popularity&srepoch=1764738925&srpvid=bb7524eee5340395&type=total&ucfs=1&activeTab=htReviews,A gusto,9.0,Ubicación,Estaba muy sucia la alberca,Comentó el: 9 de noviembre de 2025
